Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HasPool,HasMisc,HasAlley,HasFence,HasAltHeating,HouseAge,RemodelAge,GarageAge,TotalPorchSF,TotalBath,TotalSF,SalePrice_raw
1044,60,RL,4.465908118654584,9.379238908437996,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1990,1990,Hip,HdBoard,HdBoard,BrkFace,4.605170185988092,TA,TA,PConc,Gd,TA,No,GLQ,6.990256500493881,Unf,0.0,5.968707559985366,7.297091005160418,Ex,Y,SBrkr,7.334981878871814,6.682108597449809,0.0,7.753623546559746,0.6931471805599453,0.0,2,0.6931471805599453,4,0.6931471805599453,Gd,2.3978952727983707,Typ,0.6931471805599453,Ex,Attchd,1990.0,Unf,2,514,TA,TA,Y,5.262690188904886,4.804021044733257,0.0,0.0,0.0,0.0,0.0,5,2008,WD,Normal,12.47717172708952,0,0,0,0,0,18,18,18.0,121,3.5,3804,262280
1045,20,RL,4.394449154672439,9.169622538697624,Reg,Lvl,Inside,Gtl,NWAmes,PosN,1Fam,1Story,8,5,1981,1981,Hip,BrkFace,BrkFace,NA,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,7.007600613951853,Unf,0.0,7.259116128097101,7.83399634170946,TA,Y,SBrkr,7.83399634170946,0.0,0.0,7.83399634170946,0.6931471805599453,0.0,2,0.6931471805599453,4,0.6931471805599453,Gd,2.302585092994046,Typ,0.6931471805599453,Gd,Attchd,1981.0,Fin,2,542,TA,TA,Y,6.163314804034641,4.795790545596741,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,12.535379989788607,0,0,0,1,0,28,28,28.0,120,3.5,5048,278000
1046,20,RL,4.197201947661808,9.523763287920113,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,1Fam,1Story,3,5,1955,1955,Hip,BrkFace,Wd Sdng,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,Ex,Y,FuseA,7.458186157340487,0.0,0.0,7.458186157340487,0.0,0.0,2,0.0,4,0.6931471805599453,TA,2.1972245773362196,Min2,0.6931471805599453,Gd,Attchd,1955.0,Unf,2,452,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,11.846543632608535,0,0,0,0,0,54,54,54.0,0,2.0,1733,139600
1048,20,RL,4.060443010546419,9.13194630454817,IR2,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1995,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.532334292222349,Unf,0.0,5.720311776607412,6.898714534329988,Ex,Y,SBrkr,6.898714534329988,0.0,0.0,6.898714534329988,0.0,0.6931471805599453,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Detchd,1996.0,Unf,2,672,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2008,WD,Normal,11.884495917930655,0,0,0,0,0,14,13,12.0,0,1.5,1980,145000
1049,20,RL,4.61512051684126,9.987415012471414,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,5,4,1960,2006,Hip,HdBoard,HdBoard,BrkFace,4.330733340286331,TA,Fa,Slab,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,TA,Y,SBrkr,7.4798641311650265,0.0,0.0,7.4798641311650265,0.0,0.0,1,0.0,3,0.6931471805599453,TA,2.302585092994046,Min1,0.6931471805599453,TA,Attchd,1960.0,Unf,2,336,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2009,WD,Normal,11.652696102959753,0,0,0,1,0,49,3,49.0,0,1.0,1771,115000
1050,20,RL,4.110873864173311,9.314790473332646,Reg,Low,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,7,1946,2006,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,Ex,Y,SBrkr,6.836259277277067,0.0,0.0,6.836259277277067,0.0,0.0,1,0.0,2,0.6931471805599453,Gd,1.9459101490553132,Typ,0.0,NA,Detchd,1946.0,Unf,1,308,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,WD,Abnorml,11.349241150793087,0,0,0,0,0,64,4,64.0,0,1.0,930,84900
1051,20,RL,4.30406509320417,9.104312967330653,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,7.172424577124845,7.172424577124845,Ex,Y,SBrkr,7.172424577124845,0.0,0.0,7.172424577124845,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.0,NA,Attchd,2007.0,Fin,2,436,TA,TA,Y,0.0,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,8,2007,New,Partial,12.080996832096167,0,0,0,0,0,0,0,0.0,22,2.0,2604,176485
1052,20,RL,4.6443908991413725,9.321523900936798,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,7.183111701743281,7.183111701743281,Ex,Y,SBrkr,7.183111701743281,0.0,0.0,7.183111701743281,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,Gd,Attchd,2007.0,Fin,2,440,TA,TA,Y,0.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,10,2007,New,Partial,12.206782393599413,0,0,0,0,0,0,0,0.0,20,2.0,2632,200141
1053,60,RL,4.61512051684126,9.15915233520675,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,6,6,1964,1978,Gable,VinylSd,VinylSd,BrkCmn,5.60947179518496,TA,TA,CBlock,TA,TA,No,Rec,6.093569770045136,Unf,0.0,5.926926025970411,6.705639094860003,TA,Y,SBrkr,7.028201432058005,6.7464121285733745,0.0,7.589841512182657,0.0,0.6931471805599453,1,0.6931471805599453,4,0.6931471805599453,TA,2.302585092994046,Typ,0.6931471805599453,TA,Attchd,1964.0,RFn,2,540,TA,TA,Y,0.0,3.970291913552122,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,12.013706813470414,0,0,0,1,0,43,29,43.0,52,2.0,2793,165000
1054,20,RL,4.23410650459726,9.055205875026193,Reg,Lvl,Inside,Mod,Edwards,Norm,1Fam,1Story,5,6,1957,2002,Hip,HdBoard,HdBoard,Stone,4.983606621708336,TA,TA,CBlock,TA,TA,Av,Rec,5.950642552587727,Unf,0.0,6.726233402358747,7.104144092987527,Ex,Y,FuseA,7.3310603052186325,0.0,0.0,7.3310603052186325,0.0,0.0,1,0.0,4,0.6931471805599453,TA,2.0794415416798357,Min2,0.6931471805599453,Gd,Basment,1957.0,Unf,1,364,TA,TA,Y,4.762173934797756,4.3694478524670215,0.0,0.0,0.0,0.0,0.0,5,2010,WD,Normal,11.881041706925902,0,0,0,0,0,53,8,53.0,78,1.0,2742,144500
1055,60,RL,4.51085950651685,9.338557669776936,Reg,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,8,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,5.351858133476067,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.838405200847344,Unf,0.0,4.897839799950911,6.97166860472579,Ex,Y,SBrkr,6.9957661563048505,6.80128303447162,0.0,7.595889917718538,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,2002.0,Fin,2,586,TA,TA,Y,5.298317366548036,4.110873864173311,0.0,0.0,0.0,0.0,0.0,11,2006,WD,Normal,12.449022745701502,0,0,0,0,0,4,4,4.0,60,3.5,3054,255000
1056,20,RL,4.653960350157523,9.338029733117072,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,1976,1976,Gable,Plywood,Plywood,BrkFace,5.081404364984463,TA,TA,CBlock,Gd,TA,No,ALQ,6.4692503167957724,Unf,0.0,6.309918278226516,7.085064293952548,TA,Y,SBrkr,7.329093736246592,0.0,0.0,7.329093736246592,0.0,0.6931471805599453,2,0.0,3,0.6931471805599453,TA,2.0794415416798357,Typ,0.6931471805599453,TA,Attchd,1976.0,Fin,2,478,TA,TA,Y,0.0,0.0,0.0,0.0,5.247024072160486,0.0,0.0,5,2008,COD,Abnorml,12.100717685412471,0,0,0,1,0,32,32,32.0,189,2.5,2716,180000
1057,120,RL,3.784189633918261,8.86120833720818,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,Stone,5.484796933490655,Gd,TA,PConc,Gd,TA,Av,GLQ,6.492239835020471,Unf,0.0,6.559615237493242,7.21890970761906,Ex,Y,SBrkr,7.21890970761906,0.0,0.0,7.21890970761906,0.6931471805599453,0.0,2,0.0,2,0.6931471805599453,Gd,1.9459101490553132,Typ,0.6931471805599453,Gd,Attchd,2005.0,RFn,2,484,TA,TA,Y,5.262690188904886,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,12.13270055639427,0,0,0,0,0,1,1,1.0,36,3.0,2728,185850
1058,60,RL,4.5217885770490405,10.307618437631156,IR2,Lvl,FR2,Gtl,NoRidge,Norm,1Fam,2Story,7,6,1994,1994,Gable,HdBoard,HdBoard,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,6.39024066706535,Unf,0.0,5.937536205082426,6.881411303642535,Ex,Y,SBrkr,6.887552571664617,6.77078942390898,0.0,7.523481312573497,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,BuiltIn,1994.0,Fin,2,467,TA,TA,Y,5.1298987149230735,4.59511985013459,0.0,0.0,0.0,0.0,0.0,1,2009,WD,Normal,12.421188057397055,0,0,0,0,0,15,15,15.0,98,2.5,2823,248000
1059,60,RL,4.574710978503383,9.333354147871328,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,5.043425116919247,Ex,TA,PConc,Ex,TA,Av,GLQ,6.842683282238422,Unf,0.0,5.1298987149230735,7.007600613951853,Ex,Y,SBrkr,7.030857476116121,6.961296045910167,0.0,7.68937110752969,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,Ex,2.3978952727983707,Typ,0.6931471805599453,Gd,Attchd,2008.0,Fin,3,836,TA,TA,Y,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,12.721888795877375,0,0,0,0,0,1,1,1.0,102,3.5,3288,335000
1060,50,RL,4.31748811353631,9.330431852234003,IR1,HLS,Corner,Mod,Crawfor,Norm,1Fam,1.5Fin,6,7,1932,1950,Gable,MetalSd,MetalSd,BrkFace,6.175867270105761,TA,TA,CBlock,TA,TA,Mn,Rec,5.697093486505405,LwQ,6.324358962381311,0.0,6.75110146893676,TA,Y,SBrkr,7.00033446027523,6.79794041297493,0.0,7.596894438144544,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,2.0794415416798357,Typ,0.6931471805599453,Gd,Detchd,1977.0,Unf,2,432,TA,Fa,Y,0.0,0.0,2.995732273553991,0.0,0.0,0.0,0.0,3,2007,WD,Normal,12.301387370778713,0,0,0,0,0,75,57,30.0,19,1.5,2845,220000
1061,120,RL,3.7376696182833684,8.501267040865978,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,2001,2001,Gable,CemntBd,CmentBd,NA,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.424869023905388,Unf,0.0,6.583409222158765,7.199678345691172,Ex,Y,SBrkr,7.199678345691172,0.0,0.0,7.199678345691172,0.6931471805599453,0.0,2,0.0,2,0.6931471805599453,Gd,1.9459101490553132,Typ,0.0,NA,Attchd,2001.0,Fin,2,582,TA,TA,Y,0.0,0.0,5.14166355650266,0.0,0.0,0.0,0.0,4,2010,WD,Normal,12.271396795480596,0,0,0,0,0,9,9,9.0,170,3.0,2676,213500
1062,30,C (all),4.795790545596741,9.798182590890704,Reg,Low,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,3,4,1935,1950,Gable,MetalSd,MetalSd,NA,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.796823718274855,6.796823718274855,TA,Y,SBrkr,6.796823718274855,0.0,0.0,6.796823718274855,0.0,0.0,1,0.0,2,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,NA,Detchd,1994.0,RFn,3,1248,TA,TA,Y,0.0,3.044522437723423,0.0,0.0,0.0,0.0,6.329720905522696,8,2008,ConLD,Normal,11.302216779257382,0,1,0,0,0,73,58,14.0,20,1.0,1788,81000
1063,190,RM,4.454347296253507,9.517898598432753,Reg,Lvl,Inside,Gtl,OldTown,Norm,2fmCon,2Story,5,5,1900,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.4967749901858625,6.4967749901858625,TA,N,SBrkr,7.260522598089852,6.82001636467413,0.0,7.757051142032013,0.0,0.0,2,0.0,5,1.0986122886681098,TA,2.3978952727983707,Min2,0.0,NA,Detchd,1945.0,Unf,2,560,TA,TA,Y,0.0,4.060443010546419,0.0,0.0,0.0,0.0,0.0,9,2007,WD,Normal,11.407576060361786,0,0,1,0,0,107,57,62.0,57,2.0,2999,90000
1064,30,RM,3.9318256327243257,8.699681400989514,Reg,Lvl,Inside,Gtl,OldTown,Artery,1Fam,1Story,6,6,1925,1980,Gable,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,5.986452005284438,Unf,0.0,6.561030665896573,7.00669522683704,Gd,Y,SBrkr,7.00669522683704,0.0,0.0,7.00669522683704,0.0,0.0,1,0.0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.6931471805599453,Gd,Detchd,1976.0,Unf,2,440,TA,TA,Y,5.117993812416755,4.795790545596741,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Normal,11.612779849672751,0,0,0,1,0,81,26,30.0,120,1.0,2206,110500
1065,20,RL,4.30406509320417,9.305741456739435,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,1Story,5,6,1966,1966,Gable,Plywood,Plywood,BrkFace,5.303304908059076,TA,TA,CBlock,TA,TA,Mn,BLQ,6.608000625296087,Rec,5.442417710521793,5.220355825078324,7.051855622955894,Ex,Y,SBrkr,7.051855622955894,0.0,0.0,7.051855622955894,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.6931471805599453,Po,Attchd,1966.0,RFn,2,480,TA,TA,Y,0.0,4.07753744390572,0.0,0.0,0.0,0.0,0.0,11,2009,WD,Normal,11.944714374881176,0,0,0,1,0,43,43,43.0,58,1.5,2308,154000
1066,60,RL,4.394449154672439,9.546884034617925,Reg,Lvl,Inside,Mod,ClearCr,Norm,1Fam,2Story,7,5,1996,1997,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,7.091742115095153,Unf,0.0,4.663439094112067,7.175489713624222,Ex,Y,SBrkr,7.175489713624222,6.86171134048073,0.0,7.72356247227797,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.0,NA,Attchd,1996.0,RFn,2,533,TA,TA,Y,5.6937321388027,3.8066624897703196,0.0,0.0,0.0,0.0,0.0,4,2010,WD,Normal,12.700771936142122,0,0,0,0,0,14,13,14.0,44,3.5,3566,328000
1067,60,RL,4.0943445622221,8.966738978759576,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,7,1993,1994,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.684611727667927,6.684611727667927,Gd,Y,SBrkr,6.684611727667927,6.650279048587422,0.0,7.360103972989152,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,TA,2.0794415416798357,Typ,0.6931471805599453,TA,Attchd,1993.0,RFn,2,380,TA,TA,Y,0.0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,5,2009,WD,Normal,12.08954444723597,0,0,0,0,0,16,15,16.0,40,2.5,2370,178000
1068,60,RL,4.394449154672439,9.186150133174966,Reg,Lvl,Inside,Mod,NAmes,Norm,1Fam,2Story,6,6,1964,1964,Gable,HdBoard,HdBoard,BrkFace,5.8888779583328805,TA,TA,CBlock,TA,TA,Gd,GLQ,6.51471269087253,LwQ,4.672828834461906,0.0,6.660575149839686,TA,Y,SBrkr,6.683360945766275,6.70196036600254,0.0,7.385230923066573,0.6931471805599453,0.0,1,0.6931471805599453,4,0.6931471805599453,TA,2.0794415416798357,Typ,0.0,NA,Attchd,1964.0,RFn,2,442,TA,TA,Y,5.796057750765372,4.859812404361672,0.0,0.0,5.247024072160486,0.0,0.0,6,2008,WD,Normal,12.031129798974042,0,0,0,0,0,44,44,44.0,317,2.5,2391,167900
1069,160,RM,3.7612001156935624,8.285261134068948,Reg,Lvl,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.731018100482083,Unf,0.0,4.663439094112067,6.849066282633458,Gd,Y,SBrkr,7.163946684342547,7.115582126184454,0.0,7.8328075165248645,0.6931471805599453,0.0,2,0.6931471805599453,5,0.6931471805599453,TA,2.3978952727983707,Maj1,0.6931471805599453,Gd,Attchd,1973.0,Fin,2,576,TA,TA,Y,6.591673732008658,3.044522437723423,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,11.927687224983487,0,0,0,1,0,33,33,33.0,20,3.5,3463,151400
1070,45,RL,4.110873864173311,9.169622538697624,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Unf,5,7,1949,2003,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,5.3981627015177525,Unf,0.0,6.439350371100098,6.740519359606223,TA,Y,SBrkr,6.795705775173514,0.0,0.0,6.795705775173514,0.0,0.6931471805599453,1,0.0,2,0.6931471805599453,Gd,1.6094379124341003,Typ,0.0,NA,Detchd,1985.0,Unf,2,576,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal,11.813037464800539,0,0,0,0,0,58,4,22.0,0,1.5,1738,135000
1071,20,RL,4.290459441148391,9.225524507301223,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1956,1956,Hip,MetalSd,MetalSd,BrkFace,4.795790545596741,TA,TA,CBlock,TA,TA,No,BLQ,6.375024819828097,Unf,0.0,6.137727054086234,6.955592608396297,TA,Y,SBrkr,6.955592608396297,0.0,0.0,6.955592608396297,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,NA,Attchd,1956.0,Unf,1,286,TA,TA,Y,0.0,3.044522437723423,0.0,0.0,5.262690188904886,0.0,0.0,6,2007,WD,Normal,11.813037464800539,0,0,0,0,0,51,51,51.0,212,2.0,2096,135000
1072,60,RL,4.3694478524670215,9.367429587218957,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,6,1968,1968,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.700443573390687,Unf,0.0,6.063785208687608,6.590301048196686,Ex,Y,SBrkr,6.721425700790643,6.590301048196686,0.0,7.350516171833998,0.0,0.0,1,0.6931471805599453,4,0.6931471805599453,TA,2.1972245773362196,Typ,0.0,NA,Attchd,1968.0,Unf,2,441,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2009,WD,Normal,11.944714374881176,0,0,0,0,0,41,41,41.0,0,1.5,2283,154000
1073,50,RL,3.9318256327243257,8.934059722248843,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,1.5Fin,5,3,1948,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0.0,Unf,0.0,6.698268054115413,6.698268054115413,Fa,Y,FuseA,6.910750787961936,6.12029741895095,0.0,7.284134806195205,0.6931471805599453,0.6931471805599453,1,0.0,4,0.6931471805599453,TA,2.0794415416798357,Typ,0.6931471805599453,TA,Detchd,1954.0,Unf,1,280,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2006,WD,Normal,11.424105180165641,0,0,0,0,0,58,56,52.0,0,2.5,2266,91500
1074,60,RL,4.330733340286331,8.981052985901483,IR1,Bnk,Corner,Gtl,Edwards,Norm,1Fam,2Story,6,6,1977,1977,Hip,HdBoard,Plywood,BrkFace,4.948759890378168,TA,TA,CBlock,TA,TA,No,BLQ,6.284134161070802,Unf,0.0,5.049856007249537,6.53813982376767,TA,Y,SBrkr,6.54965074223381,6.591673732008658,0.0,7.2633296174768365,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,NA,Attchd,1977.0,Fin,2,440,TA,TA,Y,5.53338948872752,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,11.979805470779858,0,0,0,1,0,32,32,32.0,0,1.5,2116,159500
1075,20,RL,4.31748811353631,9.054504940418054,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,7.123672785204607,7.123672785204607,Ex,Y,SBrkr,7.123672785204607,0.0,0.0,7.123672785204607,0.0,0.0,2,0.0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,NA,Attchd,2006.0,RFn,3,826,TA,TA,Y,4.948759890378168,4.543294782270004,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal,12.175618592671356,0,0,0,0,0,1,1,1.0,93,2.0,2480,194000
1076,70,RL,4.330733340286331,9.482350275033667,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,6,1940,1984,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,6.018593214496234,Unf,0.0,5.968707559985366,6.68586094706836,TA,Y,SBrkr,6.8679744089702925,6.660575149839686,0.0,7.462214939768189,0.0,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.9459101490553132,Typ,1.0986122886681098,Gd,Attchd,1940.0,Unf,1,240,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2007,CWD,Normal,12.299112067295642,0,0,0,0,0,67,23,67.0,0,1.5,2540,219500
1077,50,RL,4.110873864173311,9.287394001418473,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,8,1936,1989,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,6.440946540632921,Unf,0.0,5.14166355650266,6.680854678790215,Gd,Y,SBrkr,7.00033446027523,5.916202062607435,0.0,7.2909747781429814,0.0,0.6931471805599453,2,0.0,3,0.6931471805599453,Gd,2.0794415416798357,Min1,0.6931471805599453,TA,Attchd,1950.0,Unf,2,566,TA,TA,Y,6.07993319509559,3.091042453358316,0.0,0.0,0.0,0.0,6.2166061010848646,4,2006,WD,Normal,12.04355959836804,0,1,1,0,0,70,17,56.0,21,2.5,2262,170000
1078,20,RL,4.30406509320417,9.672248823507559,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,5,5,1969,1969,Gable,VinylSd,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,4.330733340286331,Rec,6.674561391814426,5.442417710521793,7.00033446027523,Ex,Y,SBrkr,7.00033446027523,0.0,0.0,7.00033446027523,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.0,NA,Attchd,1969.0,Fin,1,299,TA,TA,Y,5.484796933490655,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,3,2006,WD,Abnorml,11.840796531639839,0,0,0,0,0,37,37,37.0,32,2.0,2192,138800
1079,120,RM,3.6375861597263857,8.397508348470257,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,5.135798437050262,Gd,TA,PConc,Gd,TA,Mn,GLQ,6.4967749901858625,Unf,0.0,5.231108616854587,6.744059186311348,Ex,Y,SBrkr,6.744059186311348,0.0,0.0,6.744059186311348,0.6931471805599453,0.0,1,0.0,1,0.6931471805599453,Gd,1.3862943611198906,Typ,0.6931471805599453,Gd,Attchd,2004.0,RFn,2,420,TA,TA,Y,4.948759890378168,0.0,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal,11.956976469393481,0,0,0,0,0,2,2,2.0,0,2.0,1696,155900
1080,20,RL,4.189654742026425,9.079776001955066,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1994,1994,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.206575926724928,Unf,0.0,6.206575926724928,6.898714534329988,Gd,Y,SBrkr,6.898714534329988,0.0,0.0,6.898714534329988,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Attchd,1996.0,Unf,1,299,TA,TA,Y,0.0,4.174387269895637,0.0,0.0,0.0,0.0,0.0,4,2007,WD,Normal,11.744045122410057,0,0,0,0,0,13,13,11.0,64,1.0,1980,126000
1081,20,RL,4.394449154672439,9.309370895439137,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1971,2004,Gable,VinylSd,VinylSd,BrkFace,4.976733742420574,Gd,Gd,CBlock,TA,TA,No,ALQ,6.48768401848461,Unf,0.0,6.401917196727186,7.138073034044347,Ex,Y,SBrkr,7.138073034044347,0.0,0.0,7.138073034044347,0.0,0.6931471805599453,2,0.0,3,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,NA,Attchd,1971.0,RFn,2,528,TA,TA,Y,4.02535169073515,0.0,0.0,5.37989735354046,0.0,0.0,0.0,10,2008,COD,Abnorml,11.884495917930655,0,0,0,0,0,37,4,37.0,216,2.5,2516,145000
